,genome name,species
3269,ESC_GA2907AA_AS.fasta,Escherichia coli O157:H7 str. 2011EL-2113
3270,ESC_AA8002AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3271,ESC_CA3990AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3272,ESC_KA7426AA_AS.fasta,Escherichia coli M919
3273,ESC_IA6437AA_AS.fasta,Escherichia coli
3274,ESC_HA8420AA_AS.fasta,Escherichia coli
3275,ESC_IA8151AA_AS.fasta,Escherichia coli
3276,ESC_IA1475AA_AS.fasta,Escherichia coli KTE61
3277,ESC_HA4206AA_AS.fasta,Escherichia coli O104:H4 str. 11-02030
3278,ESC_BA6020AA_AS.fasta,Escherichia coli
3279,ESC_CA3670AA_AS.fasta,Escherichia coli
3280,ESC_HA0901AA_AS.fasta,Escherichia coli
3281,ESC_FA6062AA_AS.fasta,Escherichia coli O111:NM str. 2010C-4622
3282,ESC_HA3950AA_AS.fasta,Escherichia coli O26:H11 str. 11368
3283,ESC_OA1130AA_AS.fasta,Escherichia coli
3284,ESC_HA8673AA_AS.fasta,Escherichia coli
3285,ESC_KA4404AA_AS.fasta,Escherichia coli NE1487
3286,ESC_FA9846AA_AS.fasta,Escherichia coli
3287,ESC_IA1271AA_AS.fasta,Escherichia coli
3288,ESC_FA9839AA_AS.fasta,Escherichia coli ATCC BAA-2215
3289,ESC_HA8680AA_AS.fasta,Escherichia coli KTE48
3290,ESC_KA6026AA_AS.fasta,Escherichia coli
3291,ESC_GA3050AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
3292,ESC_HA1793AA_AS.fasta,Escherichia coli
3293,ESC_IA1645AA_AS.fasta,Escherichia coli
3294,ESC_GA8837AA_AS.fasta,Escherichia coli UMEA 3609-1
3295,ESC_HA6234AA_AS.fasta,Escherichia coli 3.4870
3296,ESC_GA6393AA_AS.fasta,Escherichia coli O111:NM str. 2011C-3170
3297,ESC_GA9419AA_AS.fasta,Escherichia coli
3298,ESC_IA1217AA_AS.fasta,Escherichia coli O157:H7 str. EC1212
3299,ESC_GA9217AA_AS.fasta,Escherichia coli
3300,ESC_BA7111AA_AS.fasta,Escherichia coli
3301,ESC_BA3617AA_AS.fasta,Escherichia coli
3302,ESC_GA6665AA_AS.fasta,Escherichia coli
3303,ESC_GA9119AA_AS.fasta,Escherichia coli HVH 50 (4-2593475)
3304,ESC_HA8801AA_AS.fasta,Escherichia coli UMEA 3682-1
3305,ESC_BA4768AA_AS.fasta,Escherichia coli
3306,ESC_HA2550AA_AS.fasta,Escherichia coli str. K-12 substr. MG1655
3307,ESC_HA0310AA_AS.fasta,Escherichia coli
3308,ESC_LA4807AA_AS.fasta,Escherichia coli B95
3309,ESC_OA5497AA_AS.fasta,Escherichia coli
3310,ESC_NA8342AA_AS.fasta,Escherichia coli
3311,ESC_GA6883AA_AS.fasta,Escherichia coli
3312,ESC_HA3279AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3313,ESC_OA0014AA_AS.fasta,Escherichia coli O157:H7 str. F7384
3314,ESC_GA4789AA_AS.fasta,Escherichia coli O145:H28 str. RM13514
3315,ESC_HA7478AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
3316,ESC_GA8973AA_AS.fasta,Escherichia coli
3317,ESC_GA3698AA_AS.fasta,Escherichia coli
3318,ESC_IA6439AA_AS.fasta,Escherichia coli
3319,ESC_GA3110AA_AS.fasta,Escherichia coli EC1864
3320,ESC_IA7105AA_AS.fasta,Escherichia coli O103:H25 str. CVM9340
3321,ESC_GA6865AA_AS.fasta,Escherichia coli
3322,ESC_HA0143AA_AS.fasta,Escherichia coli DEC12C
3323,ESC_BA1334AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
3324,ESC_IA8206AA_AS.fasta,Escherichia coli PA49
3325,ESC_LA1922AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
3326,ESC_FA8180AA_AS.fasta,Escherichia coli
3327,ESC_IA6984AA_AS.fasta,Escherichia coli
3328,ESC_HA8990AA_AS.fasta,Escherichia coli KTE42
3329,ESC_GA8955AA_AS.fasta,Escherichia coli
3330,ESC_GA3075AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
3331,ESC_GA8988AA_AS.fasta,Escherichia coli HVH 143 (4-5674999)
3332,ESC_GA9166AA_AS.fasta,Escherichia coli UMEA 3160-1
3333,ESC_IA2264AA_AS.fasta,Escherichia coli
3334,ESC_HA7412AA_AS.fasta,Escherichia coli K-12
3335,ESC_HA4935AA_AS.fasta,Escherichia coli O157:H7
3336,ESC_OA5485AA_AS.fasta,Escherichia coli
3337,ESC_CA4687AA_AS.fasta,Escherichia coli O157
3338,ESC_GA6870AA_AS.fasta,Escherichia coli
3339,ESC_IA6461AA_AS.fasta,Escherichia coli
3340,ESC_HA4861AA_AS.fasta,Escherichia coli O157:H7
3341,ESC_HA0452AA_AS.fasta,Escherichia coli
3342,ESC_HA5982AA_AS.fasta,Escherichia coli
3343,ESC_KA5989AA_AS.fasta,Escherichia coli
3344,ESC_HA0164AA_AS.fasta,Escherichia coli O157:H7 str. F8092B
3345,ESC_LA5662AA_AS.fasta,Escherichia coli
3346,ESC_GA9675AA_AS.fasta,Escherichia coli TW07945
3347,ESC_HA0374AA_AS.fasta,Escherichia coli
3348,ESC_CA4951AA_AS.fasta,Escherichia coli
3349,ESC_FA6830AA_AS.fasta,Escherichia coli ECC-1470
3350,ESC_LA1493AA_AS.fasta,Escherichia coli K-12
3351,ESC_FA6892AA_AS.fasta,Escherichia coli
3352,ESC_GA6788AA_AS.fasta,Escherichia coli
3353,ESC_HA3286AA_AS.fasta,Escherichia coli
3354,ESC_CA1003AA_AS.fasta,Escherichia coli
3355,ESC_GA9424AA_AS.fasta,Escherichia coli
3356,ESC_HA1770AA_AS.fasta,Escherichia coli C80_08
3357,ESC_FA8261AA_AS.fasta,Escherichia coli
3358,ESC_FA6828AA_AS.fasta,Escherichia coli
3359,ESC_HA7407AA_AS.fasta,Escherichia sp. 4_1_40B
3360,ESC_HA6276AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
3361,ESC_AA9419AA_AS.fasta,Escherichia coli
3362,ESC_GA6837AA_AS.fasta,Escherichia coli
3363,ESC_HA8391AA_AS.fasta,Escherichia coli
3364,ESC_HA8812AA_AS.fasta,Escherichia coli
3365,ESC_HA7913AA_AS.fasta,Escherichia coli
3366,ESC_HA8044AA_AS.fasta,Escherichia coli
3367,ESC_BA9413AA_AS.fasta,Escherichia coli NE1487
3368,ESC_GA6964AA_AS.fasta,Escherichia coli 2-427-07_S1_C1
3369,ESC_HA3998AA_AS.fasta,Escherichia coli
3370,ESC_GA6700AA_AS.fasta,Escherichia coli
3371,ESC_AA8911AA_AS.fasta,Escherichia coli
3372,ESC_HA6423AA_AS.fasta,Escherichia coli O157:H7
3373,ESC_HA4890AA_AS.fasta,Escherichia coli O157:H7
3374,ESC_HA8096AA_AS.fasta,Escherichia coli HVH 50 (4-2593475)
3375,ESC_HA5978AA_AS.fasta,Escherichia coli LY180
3376,ESC_CA6336AA_AS.fasta,Escherichia coli
3377,ESC_GA3634AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
3378,ESC_HA7967AA_AS.fasta,Escherichia coli
3379,ESC_HA8058AA_AS.fasta,Escherichia coli
3380,ESC_OA0059AA_AS.fasta,Escherichia coli
3381,ESC_HA8518AA_AS.fasta,Escherichia coli 4552-1
3382,ESC_LA5471AA_AS.fasta,Escherichia coli O157:H7
3383,ESC_HA1791AA_AS.fasta,Escherichia coli
3384,ESC_HA2706AA_AS.fasta,Escherichia coli
3385,ESC_GA8967AA_AS.fasta,Escherichia coli UMEA 3065-1
3386,ESC_HA8752AA_AS.fasta,Escherichia sp. KTE11
3387,ESC_GA9390AA_AS.fasta,Escherichia coli
3388,ESC_BA1517AA_AS.fasta,Escherichia coli O157
3389,ESC_LA1536AA_AS.fasta,Escherichia coli MS 117-3
3390,ESC_LA5486AA_AS.fasta,Escherichia coli O157:H7 str. EC1212
3391,ESC_HA6301AA_AS.fasta,Escherichia coli O26:H11 str. CVM10224
3392,ESC_GA3642AA_AS.fasta,Escherichia coli 93.0624
3393,ESC_HA3593AA_AS.fasta,Escherichia coli
3394,ESC_BA5939AA_AS.fasta,Escherichia coli
3395,ESC_GA8901AA_AS.fasta,Escherichia coli KTE61
3396,ESC_BA0152AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3397,ESC_HA5884AA_AS.fasta,Escherichia coli 3.4870
3398,ESC_IA0025AA_AS.fasta,Escherichia coli
3399,ESC_CA5620AA_AS.fasta,Escherichia coli
3400,ESC_HA8695AA_AS.fasta,Escherichia sp. KTE11
3401,ESC_FA6888AA_AS.fasta,Escherichia coli O32:H37 str. P4
3402,ESC_HA8057AA_AS.fasta,Escherichia coli KTE222
3403,ESC_IA8234AA_AS.fasta,Escherichia coli O157:H7 str. F8092B
3404,ESC_HA8087AA_AS.fasta,Escherichia coli
3405,ESC_KA7822AA_AS.fasta,Escherichia coli
3406,ESC_HA2672AA_AS.fasta,Escherichia coli
3407,ESC_NA8418AA_AS.fasta,Escherichia coli
3408,ESC_FA6894AA_AS.fasta,Escherichia coli STEC_S1191
3409,ESC_HA1803AA_AS.fasta,Escherichia coli
3410,ESC_CA4345AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3411,ESC_AA9084AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3412,ESC_IA1495AA_AS.fasta,Escherichia coli
3413,ESC_HA8588AA_AS.fasta,Escherichia coli HVH 195 (3-7155360)
3414,ESC_IA0059AA_AS.fasta,Escherichia coli
3415,ESC_CA5513AA_AS.fasta,Escherichia coli ATCC 700728
3416,ESC_GA2772AA_AS.fasta,Escherichia coli O157:H7 str. 08-3037
3417,ESC_BA7489AA_AS.fasta,Escherichia coli
3418,ESC_GA5381AA_AS.fasta,Escherichia coli 3.2608
3419,ESC_LA7795AA_AS.fasta,Escherichia coli PA9
3420,ESC_IA0009AA_AS.fasta,Escherichia coli
3421,ESC_IA1235AA_AS.fasta,Escherichia coli
3422,ESC_GA9425AA_AS.fasta,Shigella boydii
3423,ESC_GA2880AA_AS.fasta,Escherichia coli ATCC BAA-2215
3424,ESC_GA8489AA_AS.fasta,Escherichia coli
3425,ESC_AA9803AA_AS.fasta,Escherichia coli
3426,ESC_CA3121AA_AS.fasta,Escherichia coli
3427,ESC_HA9054AA_AS.fasta,Escherichia coli
3428,ESC_GA7525AA_AS.fasta,Escherichia coli O157:H7 str. F8092B
3429,ESC_KA4642AA_AS.fasta,Escherichia coli O157:H7 str. F7377
3430,ESC_LA4800AA_AS.fasta,Escherichia coli PA9
3431,ESC_HA7903AA_AS.fasta,Escherichia coli
3432,ESC_BA5642AA_AS.fasta,Escherichia coli EC1863
3433,ESC_HA4019AA_AS.fasta,Escherichia coli
3434,ESC_HA8353AA_AS.fasta,Escherichia sp. KTE11
3435,ESC_HA2677AA_AS.fasta,Escherichia coli
3436,ESC_LA5787AA_AS.fasta,Escherichia coli ATCC 8739
3437,ESC_HA7920AA_AS.fasta,Escherichia coli
3438,ESC_KA5364AA_AS.fasta,Escherichia coli B95
3439,ESC_GA9694AA_AS.fasta,Escherichia coli O157:H7 str. TW14313
3440,ESC_HA0347AA_AS.fasta,Escherichia coli O121:H19 str. 2011C-3609
3441,ESC_CA5208AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3442,ESC_IA1288AA_AS.fasta,Escherichia coli
3443,ESC_HA8534AA_AS.fasta,Escherichia coli
3444,ESC_HA8810AA_AS.fasta,Escherichia coli
3445,ESC_NA9450AA_AS.fasta,Escherichia coli
3446,ESC_CA0223AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3447,ESC_LA2135AA_AS.fasta,Escherichia coli O157:H7
3448,ESC_BA1004AA_AS.fasta,Escherichia coli
3449,ESC_HA4927AA_AS.fasta,Escherichia coli O157:H7
3450,ESC_HA8383AA_AS.fasta,Escherichia coli
3451,ESC_FA7486AA_AS.fasta,Escherichia coli DEC11C
3452,ESC_KA6006AA_AS.fasta,Escherichia coli
3453,ESC_IA7207AA_AS.fasta,Escherichia coli
3454,ESC_HA8199AA_AS.fasta,Escherichia coli
3455,ESC_GA6520AA_AS.fasta,Escherichia coli
3456,ESC_MA7225AA_AS.fasta,Escherichia coli
3457,ESC_LA5722AA_AS.fasta,Escherichia coli O25:NM str. E2539C1
3458,ESC_HA8561AA_AS.fasta,Escherichia coli
3459,ESC_HA7498AA_AS.fasta,Escherichia coli B95
3460,ESC_IA6448AA_AS.fasta,Escherichia coli
3461,ESC_HA8742AA_AS.fasta,Escherichia sp. KTE11
3462,ESC_IA1913AA_AS.fasta,Escherichia coli EC4436
3463,ESC_CA0096AA_AS.fasta,Escherichia coli
3464,ESC_GA9306AA_AS.fasta,Escherichia coli
3465,ESC_CA0467AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3466,ESC_LA5817AA_AS.fasta,Escherichia coli
3467,ESC_HA6245AA_AS.fasta,Escherichia coli
3468,ESC_HA4859AA_AS.fasta,Escherichia coli O157:H7
3469,ESC_CA1958AA_AS.fasta,Escherichia coli
3470,ESC_FA5565AA_AS.fasta,Escherichia coli
3471,ESC_IA1232AA_AS.fasta,Escherichia coli O157:H7 str. TW14359
3472,ESC_HA1973AA_AS.fasta,Escherichia coli
3473,ESC_BA2382AA_AS.fasta,Escherichia coli O157:H7 str. 2010C-4979C1
3474,ESC_HA4893AA_AS.fasta,Escherichia coli PA5
3475,ESC_IA7163AA_AS.fasta,Escherichia coli
3476,ESC_GA3752AA_AS.fasta,Escherichia coli O157:H7 str. 2009C-4258
3477,ESC_BA3543AA_AS.fasta,Escherichia coli
3478,ESC_KA5992AA_AS.fasta,"[205 seqs] NZ_LDXI01000001.1 Escherichia coli strain 36084 36084_contig000001, whole genome shotgun sequence [...]"
3479,ESC_HA7414AA_AS.fasta,Escherichia coli
3480,ESC_NA8411AA_AS.fasta,Escherichia coli
3481,ESC_HA1768AA_AS.fasta,Escherichia coli
3482,ESC_KA2371AA_AS.fasta,Escherichia coli
3483,ESC_GA6699AA_AS.fasta,Escherichia coli PA5
3484,ESC_LA1409AA_AS.fasta,Escherichia coli
3485,ESC_FA6821AA_AS.fasta,Escherichia coli O169:H41 str. F9792
3486,ESC_IA0069AA_AS.fasta,Escherichia coli NCCP 15655
3487,ESC_BA8722AA_AS.fasta,Escherichia coli
3488,ESC_BA7356AA_AS.fasta,Escherichia coli O157:H7 str. TW14359
3489,ESC_IA7160AA_AS.fasta,Escherichia coli
3490,ESC_IA1282AA_AS.fasta,Escherichia coli
3491,ESC_GA8889AA_AS.fasta,Escherichia coli
3492,ESC_HA8233AA_AS.fasta,Escherichia coli 2-210-07_S4_C1
3493,ESC_GA2918AA_AS.fasta,Escherichia coli O157:H7 str. F7384
3494,ESC_NA9440AA_AS.fasta,Escherichia coli O157:H7
3495,ESC_HA8556AA_AS.fasta,Escherichia coli
3496,ESC_HA8802AA_AS.fasta,Escherichia coli
3497,ESC_HA8203AA_AS.fasta,Escherichia coli
3498,ESC_HA7949AA_AS.fasta,Escherichia coli
3499,ESC_FA6835AA_AS.fasta,Escherichia coli
3500,ESC_NA3256AA_AS.fasta,Escherichia coli O26:H11 str. 2010C-3871
3501,ESC_KA2197AA_AS.fasta,Escherichia coli
3502,ESC_BA7611AA_AS.fasta,Escherichia coli
3503,ESC_BA4576AA_AS.fasta,Escherichia coli O157:H7
3504,ESC_PA2331AA_AS.fasta,Escherichia coli O157:H7 str. F7384
3505,ESC_HA7476AA_AS.fasta,Escherichia coli
3506,ESC_HA6468AA_AS.fasta,Escherichia coli
3507,ESC_GA6480AA_AS.fasta,Escherichia coli
3508,ESC_BA8689AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3509,ESC_HA4973AA_AS.fasta,Escherichia coli O157:H7
3510,ESC_NA8398AA_AS.fasta,Escherichia coli
3511,ESC_IA2260AA_AS.fasta,Escherichia coli
3512,ESC_IA1256AA_AS.fasta,Escherichia coli C354_03B
3513,ESC_IA2246AA_AS.fasta,Escherichia coli
3514,ESC_CA3216AA_AS.fasta,Escherichia coli O157:H7 str. 2009C-4258
3515,ESC_BA2423AA_AS.fasta,Escherichia coli
3516,ESC_HA8457AA_AS.fasta,Escherichia coli KTE48
3517,ESC_OA0088AA_AS.fasta,Escherichia coli NE1487
3518,ESC_KA4419AA_AS.fasta,Escherichia coli O157:H7 str. TW14359
3519,ESC_FA8160AA_AS.fasta,Escherichia coli
3520,ESC_KA9268AA_AS.fasta,Escherichia coli
3521,ESC_HA9064AA_AS.fasta,Escherichia coli
3522,ESC_GA9413AA_AS.fasta,Escherichia coli 3-475-03_S1_C2
3523,ESC_IA8085AA_AS.fasta,Escherichia coli
3524,ESC_HA6246AA_AS.fasta,Escherichia coli PA33
3525,ESC_LA2125AA_AS.fasta,Escherichia coli O157:H7
3526,ESC_KA6015AA_AS.fasta,Escherichia coli
3527,ESC_IA1444AA_AS.fasta,Escherichia coli
3528,ESC_FA6862AA_AS.fasta,Escherichia coli
3529,ESC_IA0818AA_AS.fasta,Escherichia coli
3530,ESC_HA8597AA_AS.fasta,Escherichia coli
3531,ESC_NA9467AA_AS.fasta,Escherichia coli O157:H7 str. F7384
3532,ESC_BA5478AA_AS.fasta,Escherichia coli O157:H7
3533,ESC_HA4967AA_AS.fasta,Escherichia coli O157:H7
3534,ESC_HA1799AA_AS.fasta,Escherichia coli
3535,ESC_IA0182AA_AS.fasta,Escherichia coli
3536,ESC_BA3205AA_AS.fasta,Escherichia coli EC1849
3537,ESC_IA1297AA_AS.fasta,Escherichia coli
3538,ESC_BA8265AA_AS.fasta,Escherichia coli O103:H2 str. 2009C-3279
3539,ESC_HA8433AA_AS.fasta,Escherichia coli
3540,ESC_GA8492AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3541,ESC_GA2895AA_AS.fasta,Escherichia coli
3542,ESC_HA8809AA_AS.fasta,Escherichia coli 7-233-03_S4_C2
3543,ESC_HA8706AA_AS.fasta,Escherichia coli
3544,ESC_GA8814AA_AS.fasta,Escherichia coli
3545,ESC_IA1643AA_AS.fasta,Escherichia coli
3546,ESC_FA6822AA_AS.fasta,Escherichia coli VL2732
3547,ESC_GA9122AA_AS.fasta,Escherichia coli
3548,ESC_BA1194AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3549,ESC_LA1630AA_AS.fasta,Escherichia coli FRIK2001
3550,ESC_PA0711AA_AS.fasta,Escherichia coli O157:H7 str. TW14588
3551,ESC_GA8917AA_AS.fasta,Escherichia coli 99.0741
3552,ESC_FA8161AA_AS.fasta,Escherichia coli
3553,ESC_PA1999AA_AS.fasta,Escherichia coli
3554,ESC_HA8516AA_AS.fasta,Escherichia coli 2-156-04_S3_C2
3555,ESC_HA8403AA_AS.fasta,Escherichia coli O139:H28 str. E24377A
3556,ESC_LA6588AA_AS.fasta,Escherichia coli O157:H7 str. 2011EL-2093
3557,ESC_IA0072AA_AS.fasta,Escherichia coli KTE48
3558,ESC_IA0188AA_AS.fasta,Escherichia coli
3559,ESC_KA1858AA_AS.fasta,Escherichia coli B95
3560,ESC_MA8363AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
3561,ESC_NA8391AA_AS.fasta,Escherichia coli
3562,ESC_IA0000AA_AS.fasta,Escherichia coli
3563,ESC_GA9681AA_AS.fasta,Escherichia coli
3564,ESC_IA0189AA_AS.fasta,Escherichia coli
3565,ESC_GA9323AA_AS.fasta,Escherichia coli
3566,ESC_MA2303AA_AS.fasta,Escherichia coli O104:H4 str. 2009EL-2050
3567,ESC_IA0147AA_AS.fasta,Escherichia coli
3568,ESC_GA9127AA_AS.fasta,Escherichia coli GSK202U
3569,ESC_KA7829AA_AS.fasta,Escherichia coli
3570,ESC_HA3953AA_AS.fasta,Escherichia coli
3571,ESC_HA7521AA_AS.fasta,Escherichia coli 90.0091
3572,ESC_CA3029AA_AS.fasta,Escherichia coli C354_03B
3573,ESC_IA0650AA_AS.fasta,Escherichia coli
3574,ESC_KA4767AA_AS.fasta,Escherichia coli B95
3575,ESC_HA8609AA_AS.fasta,Escherichia coli
3576,ESC_KA6813AA_AS.fasta,Escherichia coli O157:H7 str. TW14359
3577,ESC_CA4670AA_AS.fasta,Escherichia coli
3578,ESC_FA8266AA_AS.fasta,Escherichia coli
3579,ESC_GA8890AA_AS.fasta,Escherichia coli BIDMC 63
3580,ESC_HA8756AA_AS.fasta,Escherichia coli
3581,ESC_IA2232AA_AS.fasta,Escherichia coli
3582,ESC_AA8212AA_AS.fasta,Escherichia coli
3583,ESC_LA1374AA_AS.fasta,Escherichia coli
3584,ESC_HA0141AA_AS.fasta,Escherichia coli
3585,ESC_IA1286AA_AS.fasta,Escherichia coli
3586,ESC_GA8829AA_AS.fasta,Escherichia coli
3587,ESC_GA8991AA_AS.fasta,Escherichia coli
3588,ESC_HA7789AA_AS.fasta,Escherichia coli
3589,ESC_GA2906AA_AS.fasta,Escherichia coli 3.4870
3590,ESC_GA9691AA_AS.fasta,Escherichia coli PA9
3591,ESC_HA8025AA_AS.fasta,Escherichia coli
3592,ESC_AA9696AA_AS.fasta,Escherichia coli O157:H7 str. EDL933
3593,ESC_HA7777AA_AS.fasta,Escherichia coli
3594,ESC_LA6463AA_AS.fasta,Escherichia coli O157:H7 str. 2011EL-2093
3595,ESC_HA8527AA_AS.fasta,Escherichia coli
3596,ESC_HA7822AA_AS.fasta,Escherichia coli
3597,ESC_IA2249AA_AS.fasta,Escherichia coli
3598,ESC_KA7844AA_AS.fasta,Escherichia coli
3599,ESC_KA6027AA_AS.fasta,Escherichia coli
3600,ESC_LA1631AA_AS.fasta,Escherichia coli FRIK2001
3601,ESC_FA6901AA_AS.fasta,Escherichia coli
3602,ESC_HA5857AA_AS.fasta,Escherichia coli
3603,ESC_CA4332AA_AS.fasta,Escherichia coli PA49
3604,ESC_FA8441AA_AS.fasta,Escherichia coli
3605,ESC_LA6460AA_AS.fasta,Escherichia coli
3606,ESC_BA5718AA_AS.fasta,Escherichia coli
3607,ESC_GA7638AA_AS.fasta,Escherichia coli PA9
3608,ESC_HA8735AA_AS.fasta,Escherichia coli
3609,ESC_IA8124AA_AS.fasta,Escherichia coli
3610,ESC_HA8503AA_AS.fasta,Escherichia coli AA86
3611,ESC_LA1437AA_AS.fasta,Escherichia coli
3612,ESC_HA8187AA_AS.fasta,Escherichia coli MS 79-10
3613,ESC_GA6640AA_AS.fasta,Escherichia coli
3614,ESC_OA0179AA_AS.fasta,Escherichia coli
3615,ESC_CA1564AA_AS.fasta,Escherichia coli O157:H7
3616,ESC_FA6802AA_AS.fasta,Escherichia coli 2-156-04_S3_C2
3617,ESC_CA1310AA_AS.fasta,Escherichia coli
3618,ESC_GA9192AA_AS.fasta,Escherichia coli
3619,ESC_GA9269AA_AS.fasta,Escherichia coli
3620,ESC_HA7918AA_AS.fasta,Escherichia coli KTE180
3621,ESC_GA8818AA_AS.fasta,Escherichia coli
3622,ESC_GA8898AA_AS.fasta,Escherichia coli STEC_B2F1
3623,ESC_HA8636AA_AS.fasta,Escherichia coli KTE146
3624,ESC_HA8599AA_AS.fasta,Escherichia coli
3625,ESC_JA3735AA_AS.fasta,Escherichia coli
3626,ESC_HA8209AA_AS.fasta,Escherichia coli MS499
3627,ESC_CA4116AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3628,ESC_HA8542AA_AS.fasta,Escherichia coli HVH 152 (4-3447545)
3629,ESC_HA2528AA_AS.fasta,Escherichia coli
3630,ESC_GA8871AA_AS.fasta,Escherichia coli 3-020-07_S3_C1
3631,ESC_HA8210AA_AS.fasta,Escherichia coli
3632,ESC_HA1820AA_AS.fasta,Escherichia coli
3633,ESC_HA7497AA_AS.fasta,Escherichia coli O157:H7 str. 07-3391
3634,ESC_GA9009AA_AS.fasta,Escherichia coli
3635,ESC_IA1470AA_AS.fasta,Escherichia coli
3636,ESC_HA5972AA_AS.fasta,Escherichia coli
3637,ESC_FA6815AA_AS.fasta,Escherichia coli 6-175-07_S4_C1
3638,ESC_NA8416AA_AS.fasta,Escherichia coli O121:H19 str. 2011C-3609
3639,ESC_HA2715AA_AS.fasta,Escherichia coli
3640,ESC_LA1430AA_AS.fasta,Escherichia coli
3641,ESC_GA9273AA_AS.fasta,Escherichia coli
3642,ESC_BA8967AA_AS.fasta,Escherichia coli O157:H7
3643,ESC_HA8191AA_AS.fasta,Escherichia coli M718
3644,ESC_HA8775AA_AS.fasta,Escherichia coli
3645,ESC_FA4841AA_AS.fasta,Escherichia coli 90.0091
3646,ESC_BA4433AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3647,ESC_HA8437AA_AS.fasta,Escherichia coli
3648,ESC_HA8189AA_AS.fasta,Escherichia coli MS 79-10
3649,ESC_GA9443AA_AS.fasta,Escherichia coli
3650,ESC_HA8770AA_AS.fasta,Escherichia coli 2-316-03_S3_C2
3651,ESC_OA0177AA_AS.fasta,Escherichia coli
3652,ESC_HA8487AA_AS.fasta,Escherichia coli
3653,ESC_GA8493AA_AS.fasta,Escherichia coli
3654,ESC_IA1265AA_AS.fasta,Escherichia coli
3655,ESC_BA1531AA_AS.fasta,Escherichia coli O157:H7 str. TW14359
3656,ESC_IA7166AA_AS.fasta,Escherichia coli
3657,ESC_GA9588AA_AS.fasta,Escherichia coli
3658,ESC_HA0807AA_AS.fasta,Escherichia coli
3659,ESC_HA7930AA_AS.fasta,Escherichia coli KTE136
3660,ESC_HA8110AA_AS.fasta,Escherichia coli O145:H25 str. 07-3858
3661,ESC_IA1670AA_AS.fasta,Escherichia coli
3662,ESC_LA4793AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
3663,ESC_BA9859AA_AS.fasta,Escherichia coli TW10246
3664,ESC_CA0152AA_AS.fasta,Escherichia coli B95
3665,ESC_HA7958AA_AS.fasta,Escherichia coli KOEGE 44 (106a)
3666,ESC_HA3300AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3667,ESC_HA3028AA_AS.fasta,Escherichia coli
3668,ESC_GA8488AA_AS.fasta,Escherichia coli
3669,ESC_HA8986AA_AS.fasta,Escherichia coli
3670,ESC_KA5973AA_AS.fasta,Escherichia coli
3671,ESC_HA4923AA_AS.fasta,Escherichia coli O157:H7
3672,ESC_CA2124AA_AS.fasta,Escherichia coli
3673,ESC_CA0860AA_AS.fasta,Escherichia coli
3674,ESC_GA6894AA_AS.fasta,Escherichia coli
3675,ESC_GA2929AA_AS.fasta,Escherichia coli O157:H7 str. 2011EL-2113
3676,ESC_BA1222AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3677,ESC_BA4059AA_AS.fasta,Escherichia coli
3678,ESC_HA5552AA_AS.fasta,Escherichia coli 3.2608
3679,ESC_HA4931AA_AS.fasta,Escherichia coli O157:H7
3680,ESC_GA5548AA_AS.fasta,Escherichia coli O145:H28 str. RM13514
3681,ESC_HA0142AA_AS.fasta,Escherichia coli Jurua 20/10
3682,ESC_HA4820AA_AS.fasta,Escherichia coli
3683,ESC_HA1804AA_AS.fasta,Escherichia coli DEC7E
3684,ESC_GA8861AA_AS.fasta,Escherichia coli
3685,ESC_GA6696AA_AS.fasta,Escherichia coli NE1487
3686,ESC_BA0286AA_AS.fasta,Escherichia coli O157:H7 str. 2010C-4979C1
3687,ESC_CA3305AA_AS.fasta,Escherichia coli
3688,ESC_HA8269AA_AS.fasta,Escherichia coli
3689,ESC_FA7776AA_AS.fasta,Escherichia coli O157:H7
3690,ESC_LA5766AA_AS.fasta,Escherichia coli
3691,ESC_HA8483AA_AS.fasta,Escherichia coli
3692,ESC_CA1477AA_AS.fasta,Escherichia coli 3.4870
3693,ESC_BA4883AA_AS.fasta,Escherichia coli
