,genome name,species
4457,ESC_HA7500AA_AS.fasta,Escherichia coli B95
4458,ESC_GA8892AA_AS.fasta,Escherichia coli
4459,ESC_HA8625AA_AS.fasta,Escherichia coli
4460,ESC_HA8741AA_AS.fasta,Escherichia coli
4461,ESC_GA9084AA_AS.fasta,Escherichia coli
4462,ESC_IA7206AA_AS.fasta,Escherichia coli O91:H21 str. B2F1
4463,ESC_LA2121AA_AS.fasta,Escherichia coli O157:H7
4464,ESC_HA7928AA_AS.fasta,Escherichia coli
4465,ESC_CA5971AA_AS.fasta,Escherichia coli
4466,ESC_HA7780AA_AS.fasta,Escherichia coli
4467,ESC_HA7947AA_AS.fasta,Escherichia coli
4468,ESC_LA1402AA_AS.fasta,Escherichia coli
4469,ESC_GA8807AA_AS.fasta,Escherichia coli 99.0741
4470,ESC_CA0351AA_AS.fasta,Escherichia coli
4471,ESC_HA8488AA_AS.fasta,Escherichia coli
4472,ESC_OA1131AA_AS.fasta,Escherichia coli
4473,ESC_HA7502AA_AS.fasta,Escherichia coli O157:H7
4474,ESC_HA7985AA_AS.fasta,Escherichia coli
4475,ESC_FA6814AA_AS.fasta,Escherichia coli KTE79
4476,ESC_IA8222AA_AS.fasta,Escherichia coli O157:H7 str. EC4115
4477,ESC_HA1805AA_AS.fasta,Escherichia coli 2848050
4478,ESC_HA8761AA_AS.fasta,Escherichia coli
4479,ESC_IA1244AA_AS.fasta,Escherichia coli
4480,ESC_HA8739AA_AS.fasta,Escherichia coli
4481,ESC_IA1168AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
4482,ESC_AA8451AA_AS.fasta,Escherichia coli
4483,ESC_BA1882AA_AS.fasta,Escherichia coli TW07945
4484,ESC_HA1776AA_AS.fasta,Escherichia coli
4485,ESC_GA9158AA_AS.fasta,Escherichia coli
4486,ESC_GA2871AA_AS.fasta,Escherichia coli ATCC BAA-2215
4487,ESC_GA9692AA_AS.fasta,Escherichia coli 8.2524
4488,ESC_HA8021AA_AS.fasta,Escherichia coli
4489,ESC_HA1771AA_AS.fasta,Escherichia coli 5-172-05_S4_C3
4490,ESC_CA5721AA_AS.fasta,Escherichia coli H30
4491,ESC_GA8921AA_AS.fasta,Escherichia coli
4492,ESC_KA7433AA_AS.fasta,Escherichia coli M919
4493,ESC_HA2683AA_AS.fasta,Escherichia coli
4494,ESC_CA3969AA_AS.fasta,Escherichia coli
4495,ESC_GA2553AA_AS.fasta,Escherichia coli ATCC 35150
4496,ESC_LA1434AA_AS.fasta,Escherichia coli
4497,ESC_KA2245AA_AS.fasta,Escherichia coli O157:H7 str. F7384
4498,ESC_HA8113AA_AS.fasta,Escherichia coli O103:H11 str. 04-3023
4499,ESC_HA8432AA_AS.fasta,Escherichia coli MS 79-10
4500,ESC_HA4821AA_AS.fasta,Escherichia coli O157:H7
4501,ESC_GA9664AA_AS.fasta,Escherichia coli B95
4502,ESC_FA8446AA_AS.fasta,Escherichia coli
4503,ESC_GA3660AA_AS.fasta,Escherichia coli
4504,ESC_AA9040AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
4505,ESC_KA6036AA_AS.fasta,Escherichia coli
4506,ESC_KA6004AA_AS.fasta,Escherichia coli
4507,ESC_OA0198AA_AS.fasta,Escherichia coli O157:H7 str. F7384
4508,ESC_GA1478AA_AS.fasta,Escherichia coli
4509,ESC_GA9427AA_AS.fasta,Escherichia coli
4510,ESC_GA9308AA_AS.fasta,Escherichia coli
4511,ESC_HA8789AA_AS.fasta,Escherichia coli
4512,ESC_IA8093AA_AS.fasta,Escherichia coli EC1737
4513,ESC_HA0299AA_AS.fasta,Escherichia coli
4514,ESC_CA4044AA_AS.fasta,Escherichia coli B7-1
4515,ESC_HA8409AA_AS.fasta,Escherichia coli
4516,ESC_GA8912AA_AS.fasta,Escherichia coli
4517,ESC_FA8166AA_AS.fasta,Escherichia coli O157:H7 str. F8092B
4518,ESC_GA9150AA_AS.fasta,Escherichia coli KTE61
4519,ESC_HA4912AA_AS.fasta,Escherichia coli O157:H7
4520,ESC_IA2273AA_AS.fasta,Escherichia coli
4521,ESC_HA2624AA_AS.fasta,Escherichia coli
4522,ESC_KA9619AA_AS.fasta,Escherichia coli
4523,ESC_HA0137AA_AS.fasta,Escherichia coli UMEA 3317-1
4524,ESC_IA7070AA_AS.fasta,Escherichia coli DEC10F
4525,ESC_HA9998AA_AS.fasta,Escherichia coli KTE48
4526,ESC_BA5407AA_AS.fasta,Escherichia coli
4527,ESC_BA3431AA_AS.fasta,Escherichia coli PA5
4528,ESC_HA8228AA_AS.fasta,Escherichia coli EC096/10
4529,ESC_BA9454AA_AS.fasta,Escherichia coli O103:H25 str. CVM9340
4530,ESC_KA4783AA_AS.fasta,Escherichia coli B95
4531,ESC_HA8222AA_AS.fasta,Escherichia coli
4532,ESC_BA1983AA_AS.fasta,Escherichia coli
4533,ESC_LA1446AA_AS.fasta,Escherichia coli
4534,ESC_BA5989AA_AS.fasta,Escherichia coli
4535,ESC_CA2138AA_AS.fasta,Escherichia coli
4536,ESC_OA0116AA_AS.fasta,Escherichia coli
4537,ESC_GA0429AA_AS.fasta,Escherichia coli
4538,ESC_BA2134AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
4539,ESC_HA8362AA_AS.fasta,Escherichia coli 4.0967
4540,ESC_IA2254AA_AS.fasta,Escherichia coli UMEA 3122-1
4541,ESC_HA2658AA_AS.fasta,Escherichia coli
4542,ESC_GA3695AA_AS.fasta,Escherichia coli
4543,ESC_GA3744AA_AS.fasta,Escherichia coli O157:H7 str. F8092B
4544,ESC_HA6227AA_AS.fasta,Escherichia coli PA5
4545,ESC_IA8235AA_AS.fasta,Escherichia coli NE1487
4546,ESC_HA6267AA_AS.fasta,Escherichia coli
4547,ESC_HA8456AA_AS.fasta,Escherichia coli 7-233-03_S4_C2
4548,ESC_IA1477AA_AS.fasta,Escherichia coli
4549,ESC_GA8877AA_AS.fasta,Escherichia coli
4550,ESC_AA9463AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
4551,ESC_HA4959AA_AS.fasta,Escherichia coli O157:H7
4552,ESC_GA9233AA_AS.fasta,Escherichia coli
4553,ESC_OA5496AA_AS.fasta,Escherichia coli O157:H7 str. TW14359
4554,ESC_BA4679AA_AS.fasta,Escherichia coli
4555,ESC_CA5207AA_AS.fasta,Escherichia coli
4556,ESC_LA5898AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
4557,ESC_FA6832AA_AS.fasta,Escherichia coli
4558,ESC_HA8828AA_AS.fasta,Escherichia coli 87A
4559,ESC_HA8000AA_AS.fasta,Shigella boydii
4560,ESC_LA1449AA_AS.fasta,Escherichia coli
4561,ESC_BA2678AA_AS.fasta,Escherichia coli O157
4562,ESC_HA7417AA_AS.fasta,Escherichia coli O103:H11 str. 04-3023
4563,ESC_GA6617AA_AS.fasta,Escherichia coli ATCC BAA-2215
4564,ESC_GA9457AA_AS.fasta,Escherichia coli
4565,ESC_FA6827AA_AS.fasta,Escherichia coli
4566,ESC_HA5879AA_AS.fasta,Escherichia coli
4567,ESC_GA8946AA_AS.fasta,Escherichia coli
4568,ESC_LA5472AA_AS.fasta,Escherichia coli O157:H7
4569,ESC_HA7936AA_AS.fasta,Escherichia coli
4570,ESC_LA1614AA_AS.fasta,Escherichia coli EC1864
4571,ESC_HA4863AA_AS.fasta,Escherichia coli O157:H7
4572,ESC_GA8972AA_AS.fasta,Escherichia coli KTE201
4573,ESC_BA5025AA_AS.fasta,Escherichia coli C354_03B
4574,ESC_HA4819AA_AS.fasta,Escherichia coli PA5
4575,ESC_HA2662AA_AS.fasta,Escherichia coli
4576,ESC_GA9404AA_AS.fasta,Escherichia coli
4577,ESC_GA3646AA_AS.fasta,Escherichia coli
4578,ESC_CA5006AA_AS.fasta,Escherichia coli
4579,ESC_KA2558AA_AS.fasta,Escherichia coli
4580,ESC_HA8111AA_AS.fasta,Escherichia coli O121:H7 str. 2009C-3299
4581,ESC_HA4852AA_AS.fasta,Escherichia coli PA5
4582,ESC_BA3471AA_AS.fasta,Escherichia coli
4583,ESC_LA5467AA_AS.fasta,Escherichia coli O157:H7
4584,ESC_CA4862AA_AS.fasta,Escherichia coli
4585,ESC_CA4640AA_AS.fasta,Escherichia coli TW07945
4586,ESC_GA3046AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
4587,ESC_GA3661AA_AS.fasta,Escherichia coli O157:H7 str. EC1212
4588,ESC_IA2228AA_AS.fasta,Escherichia coli
4589,ESC_BA4695AA_AS.fasta,Escherichia coli O157
4590,ESC_LA1932AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
4591,ESC_FA6795AA_AS.fasta,Escherichia coli
4592,ESC_FA8277AA_AS.fasta,Escherichia coli
4593,ESC_HA8576AA_AS.fasta,Escherichia coli
4594,ESC_HA3274AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
4595,ESC_CA5765AA_AS.fasta,Escherichia coli
4596,ESC_IA1255AA_AS.fasta,Escherichia coli
4597,ESC_GA9126AA_AS.fasta,Escherichia coli
4598,ESC_HA6115AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
4599,ESC_IA1493AA_AS.fasta,Escherichia coli
4600,ESC_GA0428AA_AS.fasta,Escherichia coli O121:H19 str. MT#2
4601,ESC_GA3655AA_AS.fasta,Escherichia coli
4602,ESC_HA9053AA_AS.fasta,Escherichia coli
4603,ESC_BA0606AA_AS.fasta,Escherichia coli
4604,ESC_CA7376AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
4605,ESC_LA1385AA_AS.fasta,Escherichia coli
4606,ESC_HA8546AA_AS.fasta,Escherichia coli
4607,ESC_BA6112AA_AS.fasta,Escherichia coli O157
4608,ESC_IA2263AA_AS.fasta,Escherichia coli UMEA 3144-1
4609,ESC_BA2541AA_AS.fasta,Escherichia coli
4610,ESC_LA1406AA_AS.fasta,Escherichia coli
4611,ESC_CA1529AA_AS.fasta,Escherichia coli
4612,ESC_BA8097AA_AS.fasta,Escherichia coli O157:H7
4613,ESC_LA5723AA_AS.fasta,Escherichia coli
4614,ESC_FA7645AA_AS.fasta,Escherichia coli
4615,ESC_IA0118AA_AS.fasta,Escherichia coli
4616,ESC_HA6305AA_AS.fasta,Escherichia coli O26:H11 str. CVM10021
4617,ESC_IA8219AA_AS.fasta,Escherichia coli O157:H7 str. F7384
4618,ESC_HA8341AA_AS.fasta,Escherichia coli
4619,ESC_KA1867AA_AS.fasta,Escherichia coli B95
4620,ESC_HA8618AA_AS.fasta,Escherichia coli
4621,ESC_HA1779AA_AS.fasta,Escherichia coli C792_92
4622,ESC_BA9363AA_AS.fasta,Escherichia coli
4623,ESC_NA8408AA_AS.fasta,Escherichia coli O121:H19 str. 2011C-3609
4624,ESC_HA8344AA_AS.fasta,Escherichia coli C2139_99
4625,ESC_BA6374AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
4626,ESC_MA3454AA_AS.fasta,Escherichia coli FRIK2001
4627,ESC_CA5287AA_AS.fasta,Escherichia coli
4628,ESC_GA5556AA_AS.fasta,Escherichia coli
4629,ESC_CA3576AA_AS.fasta,Escherichia coli
4630,ESC_HA8184AA_AS.fasta,Escherichia coli
4631,ESC_BA4268AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
4632,ESC_BA4491AA_AS.fasta,Escherichia coli B95
4633,ESC_IA1200AA_AS.fasta,Escherichia coli
4634,ESC_GA9198AA_AS.fasta,Escherichia coli 1-250-04_S4_C1
4635,ESC_IA1227AA_AS.fasta,Escherichia coli
4636,ESC_GA9225AA_AS.fasta,Escherichia coli
4637,ESC_HA7532AA_AS.fasta,Escherichia coli KTE107
4638,ESC_GA9013AA_AS.fasta,Escherichia coli
4639,ESC_GA8963AA_AS.fasta,Escherichia coli DEC15E
4640,ESC_BA7030AA_AS.fasta,Escherichia coli O157:H7 str. EDL933
4641,ESC_IA1198AA_AS.fasta,Escherichia coli
4642,ESC_KA2284AA_AS.fasta,Escherichia coli
4643,ESC_HA7461AA_AS.fasta,Escherichia coli
4644,ESC_HA7515AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
4645,ESC_NA9493AA_AS.fasta,Escherichia coli O157:H7 str. F7384
4646,ESC_HA8271AA_AS.fasta,Escherichia coli
4647,ESC_LA2129AA_AS.fasta,Escherichia coli 95.0943
4648,ESC_BA1890AA_AS.fasta,Escherichia coli C751_03
4649,ESC_IA1267AA_AS.fasta,Escherichia coli O157:H7 str. 2010C-4979C1
4650,ESC_AA7930AA_AS.fasta,Escherichia coli
4651,ESC_IA0076AA_AS.fasta,Escherichia coli UMEA 3336-1
4652,ESC_CA0184AA_AS.fasta,Escherichia coli
4653,ESC_PA0717AA_AS.fasta,Escherichia coli O157:H7 str. TW14588
4654,ESC_HA8731AA_AS.fasta,Escherichia coli
4655,ESC_IA2245AA_AS.fasta,Escherichia coli HVH 4 (4-7276109)
4656,ESC_CA2285AA_AS.fasta,Escherichia coli EC1863
4657,ESC_HA4907AA_AS.fasta,Escherichia coli
4658,ESC_GA9408AA_AS.fasta,Escherichia coli
4659,ESC_KA0444AA_AS.fasta,Escherichia coli B95
4660,ESC_HA6251AA_AS.fasta,Escherichia coli O157:H7
4661,ESC_CA1461AA_AS.fasta,Escherichia coli
4662,ESC_HA9126AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
4663,ESC_HA2668AA_AS.fasta,Escherichia coli
4664,ESC_GA6830AA_AS.fasta,Escherichia coli chi7122
4665,ESC_HA5886AA_AS.fasta,Escherichia coli
4666,ESC_AA8892AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
4667,ESC_GA8984AA_AS.fasta,Escherichia coli
4668,ESC_GA8894AA_AS.fasta,Escherichia coli
4669,ESC_FA7777AA_AS.fasta,Escherichia coli
4670,ESC_GA9699AA_AS.fasta,Escherichia coli PA9
4671,ESC_IA6978AA_AS.fasta,Escherichia coli
4672,ESC_HA6247AA_AS.fasta,Escherichia coli PA33
4673,ESC_IA1128AA_AS.fasta,Escherichia coli
4674,ESC_HA8511AA_AS.fasta,Escherichia coli
4675,ESC_HA7462AA_AS.fasta,Escherichia coli O157:H7 str. F6749
4676,ESC_GA3104AA_AS.fasta,Escherichia coli O157:H7 str. 2011EL-2113
4677,ESC_GA9236AA_AS.fasta,Escherichia coli KTE80
4678,ESC_GA0142AA_AS.fasta,Escherichia coli
4679,ESC_GA3997AA_AS.fasta,Escherichia coli
4680,ESC_GA3699AA_AS.fasta,Escherichia coli
4681,ESC_GA8886AA_AS.fasta,Escherichia coli 99.0741
4682,ESC_HA6839AA_AS.fasta,Escherichia coli 900105 (10e)
4683,ESC_GA9378AA_AS.fasta,Escherichia sp. TW09231
4684,ESC_HA7424AA_AS.fasta,Escherichia coli
4685,ESC_GA8499AA_AS.fasta,Shigella sonnei
4686,ESC_GA8983AA_AS.fasta,Escherichia coli
4687,ESC_FA9844AA_AS.fasta,Escherichia coli
4688,ESC_HA8676AA_AS.fasta,Escherichia coli
4689,ESC_LA1544AA_AS.fasta,Escherichia coli
4690,ESC_CA0411AA_AS.fasta,Escherichia coli C354_03B
4691,ESC_CA4814AA_AS.fasta,Escherichia coli
4692,ESC_FA6833AA_AS.fasta,Escherichia coli
4693,ESC_CA4772AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
4694,ESC_HA5863AA_AS.fasta,Escherichia coli
4695,ESC_HA8554AA_AS.fasta,Escherichia coli KD1
4696,ESC_NA8739AA_AS.fasta,Escherichia coli 10.0869
4697,ESC_GA8992AA_AS.fasta,Escherichia coli
4698,ESC_MA1206AA_AS.fasta,Escherichia coli
4699,ESC_HA8164AA_AS.fasta,Escherichia coli
4700,ESC_LA5512AA_AS.fasta,Escherichia coli O157:H7 str. TW14359
4701,ESC_HA1819AA_AS.fasta,Escherichia coli C260_92
4702,ESC_NA9520AA_AS.fasta,Escherichia coli
4703,ESC_HA6117AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
4704,ESC_GA8933AA_AS.fasta,Escherichia coli
4705,ESC_HA8785AA_AS.fasta,Escherichia coli UMEA 3671-1
4706,ESC_CA2556AA_AS.fasta,Escherichia coli
4707,ESC_NA3246AA_AS.fasta,Escherichia coli O26:H11 str. 2009C-3689
4708,ESC_GA2936AA_AS.fasta,Escherichia coli NE1487
4709,ESC_GA6845AA_AS.fasta,Escherichia coli MS 79-10
4710,ESC_HA8092AA_AS.fasta,Escherichia coli
4711,ESC_IA1248AA_AS.fasta,Escherichia coli
4712,ESC_GA6850AA_AS.fasta,Escherichia coli
4713,ESC_HA4831AA_AS.fasta,Escherichia coli
4714,ESC_NA3244AA_AS.fasta,Escherichia coli O26:H11 str. 2009C-3689
4715,ESC_GA1520AA_AS.fasta,Escherichia coli ATCC 35150
4716,ESC_HA4833AA_AS.fasta,Escherichia coli O157:H7
4717,ESC_IA0027AA_AS.fasta,Escherichia coli
4718,ESC_KA4964AA_AS.fasta,Escherichia coli O157:H7 str. F7377
4719,ESC_GA6892AA_AS.fasta,Escherichia coli
4720,ESC_HA8647AA_AS.fasta,Escherichia coli
4721,ESC_HA4387AA_AS.fasta,Escherichia coli O26:H11 str. 2009C-4760
4722,ESC_HA6238AA_AS.fasta,Escherichia coli PA5
4723,ESC_HA7503AA_AS.fasta,Escherichia coli O157:H7 str. F7384
4724,ESC_HA1789AA_AS.fasta,Escherichia coli
4725,ESC_IA1651AA_AS.fasta,Escherichia coli
4726,ESC_HA4919AA_AS.fasta,Escherichia coli O157:H7
4727,ESC_AA9720AA_AS.fasta,Escherichia coli
4728,ESC_FA7716AA_AS.fasta,Escherichia coli
4729,ESC_BA1121AA_AS.fasta,Escherichia coli EC4448
4730,ESC_HA8283AA_AS.fasta,Escherichia coli
4731,ESC_HA8099AA_AS.fasta,Escherichia coli
4732,ESC_HA7538AA_AS.fasta,Escherichia coli
4733,ESC_KA7423AA_AS.fasta,Escherichia coli M919
4734,ESC_JA1031AA_AS.fasta,Escherichia coli O111:NM str. 2011C-3679
4735,ESC_LA5474AA_AS.fasta,Escherichia coli O157:H7
4736,ESC_HA3281AA_AS.fasta,Escherichia coli
4737,ESC_GA9267AA_AS.fasta,Escherichia coli KTE24
4738,ESC_IA1175AA_AS.fasta,Escherichia coli O111:NM str. 2011C-3573
4739,ESC_HA6108AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
4740,ESC_HA8003AA_AS.fasta,Escherichia coli
4741,ESC_NA8733AA_AS.fasta,Escherichia coli ATCC BAA-2215
4742,ESC_HA2689AA_AS.fasta,Escherichia coli
4743,ESC_NA8425AA_AS.fasta,Escherichia coli
4744,ESC_HA2657AA_AS.fasta,Escherichia coli
4745,ESC_CA2337AA_AS.fasta,Escherichia coli O157
4746,ESC_CA4543AA_AS.fasta,Escherichia coli
4747,ESC_BA6957AA_AS.fasta,Escherichia coli
4748,ESC_IA2255AA_AS.fasta,Escherichia coli A25922R
4749,ESC_HA8393AA_AS.fasta,Escherichia coli
4750,ESC_HA6277AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
4751,ESC_OA1769AA_AS.fasta,Escherichia coli O157:H7 str. TW14359
4752,ESC_GA9322AA_AS.fasta,Escherichia coli BIDMC 63
4753,ESC_HA7955AA_AS.fasta,Escherichia coli
4754,ESC_HA8331AA_AS.fasta,Escherichia coli 541-1
4755,ESC_HA7519AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
4756,ESC_HA3290AA_AS.fasta,Escherichia coli
4757,ESC_HA7492AA_AS.fasta,Escherichia coli
4758,ESC_IA1469AA_AS.fasta,Escherichia coli
4759,ESC_HA8780AA_AS.fasta,Escherichia coli
4760,ESC_GA9444AA_AS.fasta,Escherichia coli 2-427-07_S4_C2
4761,ESC_HA8037AA_AS.fasta,Escherichia coli
4762,ESC_BA2983AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
4763,ESC_GA9170AA_AS.fasta,Escherichia coli
4764,ESC_BA7318AA_AS.fasta,Escherichia coli TW10119
4765,ESC_IA6400AA_AS.fasta,Escherichia coli 2534-86
4766,ESC_GA6784AA_AS.fasta,Escherichia coli ATCC BAA-2215
4767,ESC_HA4856AA_AS.fasta,Escherichia coli O157:H7
4768,ESC_GA6879AA_AS.fasta,Escherichia coli 2-427-07_S1_C1
4769,ESC_LA1542AA_AS.fasta,Escherichia coli
4770,ESC_FA6875AA_AS.fasta,Escherichia coli
4771,ESC_GA9256AA_AS.fasta,Escherichia coli
4772,ESC_GA8928AA_AS.fasta,Escherichia coli C496_10
4773,ESC_HA8748AA_AS.fasta,Escherichia sp. KTE11
4774,ESC_HA8526AA_AS.fasta,Escherichia coli EC096/10
4775,ESC_LA1498AA_AS.fasta,Escherichia coli 6-537-08_S1_C1
4776,ESC_HA4896AA_AS.fasta,Escherichia coli
4777,ESC_HA8712AA_AS.fasta,Escherichia coli 6-537-08_S3_C1
4778,ESC_GA8918AA_AS.fasta,Escherichia coli C78_09C
4779,ESC_HA8565AA_AS.fasta,Escherichia coli
4780,ESC_HA8529AA_AS.fasta,Escherichia coli
4781,ESC_HA8568AA_AS.fasta,Escherichia coli 2-177-06_S4_C1
4782,ESC_HA3291AA_AS.fasta,Escherichia coli
4783,ESC_NA8414AA_AS.fasta,Escherichia coli O121:H19 str. 2011C-3609
4784,ESC_GA2551AA_AS.fasta,Escherichia coli ATCC BAA-2196
4785,ESC_GA2915AA_AS.fasta,Escherichia coli B95
4786,ESC_AA8101AA_AS.fasta,Escherichia coli EC1845
4787,ESC_GA8841AA_AS.fasta,Escherichia coli
4788,ESC_LA5465AA_AS.fasta,Escherichia coli
4789,ESC_GA8869AA_AS.fasta,Escherichia coli
4790,ESC_BA0642AA_AS.fasta,Escherichia coli
4791,ESC_GA8961AA_AS.fasta,Escherichia coli
4792,ESC_HA9003AA_AS.fasta,Escherichia coli UMEA 3151-1
4793,ESC_FA7689AA_AS.fasta,Escherichia coli
4794,ESC_HA7970AA_AS.fasta,Escherichia coli
4795,ESC_HA1744AA_AS.fasta,Escherichia coli UMEA 3161-1
4796,ESC_MA1244AA_AS.fasta,Escherichia coli O157:H7 str. K7140
4797,ESC_HA0900AA_AS.fasta,Escherichia coli
4798,ESC_IA1276AA_AS.fasta,Escherichia coli
4799,ESC_IA1283AA_AS.fasta,Escherichia coli
4800,ESC_HA8034AA_AS.fasta,Escherichia coli KOEGE 40 (102a)
4801,ESC_GA4772AA_AS.fasta,Escherichia coli 1303
4802,ESC_OA1602AA_AS.fasta,Escherichia coli 8.2524
4803,ESC_GA9433AA_AS.fasta,Escherichia coli BIDMC 63
4804,ESC_LA1377AA_AS.fasta,Escherichia coli
4805,ESC_HA8493AA_AS.fasta,Escherichia coli CUMT8
4806,ESC_NA9444AA_AS.fasta,Escherichia coli NE1487
4807,ESC_GA8887AA_AS.fasta,Escherichia albertii
4808,ESC_IA2481AA_AS.fasta,Escherichia coli
4809,ESC_LA5516AA_AS.fasta,Escherichia coli PA9
4810,ESC_IA0081AA_AS.fasta,Escherichia coli O174:H21 str. 03-3269
4811,ESC_CA5639AA_AS.fasta,Escherichia coli ATCC 700728
4812,ESC_HA4889AA_AS.fasta,Escherichia coli O157:H7
4813,ESC_HA8453AA_AS.fasta,Escherichia coli
4814,ESC_HA7787AA_AS.fasta,Escherichia coli UMEA 3671-1
4815,ESC_IA7147AA_AS.fasta,Escherichia coli
4816,ESC_IA1289AA_AS.fasta,Escherichia coli
4817,ESC_CA2423AA_AS.fasta,Escherichia coli O157:H7 str. 2010C-4979C1
4818,ESC_HA6226AA_AS.fasta,Escherichia coli
4819,ESC_GA9458AA_AS.fasta,Escherichia coli
4820,ESC_HA8806AA_AS.fasta,Escherichia coli
4821,ESC_FA6070AA_AS.fasta,Escherichia coli FRIK2001
4822,ESC_IA2233AA_AS.fasta,Escherichia coli
4823,ESC_NA3245AA_AS.fasta,Escherichia coli
4824,ESC_HA8641AA_AS.fasta,Escherichia coli MS499
4825,ESC_HA1785AA_AS.fasta,Escherichia coli E1140
4826,ESC_HA8490AA_AS.fasta,Escherichia coli
4827,ESC_GA8838AA_AS.fasta,Escherichia coli
4828,ESC_LA5773AA_AS.fasta,Escherichia coli
4829,ESC_IA0315AA_AS.fasta,Escherichia coli
4830,ESC_IA8119AA_AS.fasta,Escherichia coli O157:H7
4831,ESC_GA9231AA_AS.fasta,Escherichia coli
4832,ESC_BA0018AA_AS.fasta,Escherichia coli
4833,ESC_AA8842AA_AS.fasta,Escherichia coli
4834,ESC_FA8157AA_AS.fasta,Escherichia coli B95
4835,ESC_HA8252AA_AS.fasta,Escherichia coli
4836,ESC_KA6008AA_AS.fasta,Escherichia coli
4837,ESC_HA7534AA_AS.fasta,Escherichia coli
4838,ESC_BA7868AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
4839,ESC_HA4870AA_AS.fasta,Escherichia coli
4840,ESC_LA5460AA_AS.fasta,Escherichia coli 93-001
4841,ESC_FA6897AA_AS.fasta,Escherichia coli DEC12C
4842,ESC_IA1220AA_AS.fasta,Escherichia coli
4843,ESC_IA1173AA_AS.fasta,Escherichia coli
4844,ESC_IA0652AA_AS.fasta,Escherichia coli
4845,ESC_HA8514AA_AS.fasta,Escherichia coli
4846,ESC_FA6813AA_AS.fasta,Escherichia coli EC096/10
4847,ESC_OA9373AA_AS.fasta,Escherichia coli D9
4848,ESC_IA1234AA_AS.fasta,Escherichia coli
4849,ESC_CA6422AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
4850,ESC_CA4224AA_AS.fasta,Escherichia coli
4851,ESC_GA6497AA_AS.fasta,Escherichia coli
4852,ESC_LA1572AA_AS.fasta,Escherichia coli O25b:H4-ST131
4853,ESC_IA0100AA_AS.fasta,Escherichia coli
4854,ESC_GA9592AA_AS.fasta,Escherichia coli
4855,ESC_LA5807AA_AS.fasta,Escherichia coli
4856,ESC_GA9442AA_AS.fasta,Escherichia coli
4857,ESC_GA8995AA_AS.fasta,Escherichia coli
4858,ESC_KA6819AA_AS.fasta,Escherichia coli O157:H7 str. EC1212
4859,ESC_BA0923AA_AS.fasta,Escherichia coli
4860,ESC_LA5771AA_AS.fasta,Escherichia coli
4861,ESC_KA4638AA_AS.fasta,Escherichia coli 95.0943
4862,ESC_GA3705AA_AS.fasta,Escherichia coli
4863,ESC_GA8924AA_AS.fasta,Escherichia coli
4864,ESC_BA5981AA_AS.fasta,Escherichia coli
4865,ESC_FA4787AA_AS.fasta,Escherichia coli
4866,ESC_HA8469AA_AS.fasta,Escherichia coli
4867,ESC_HA9918AA_AS.fasta,Escherichia coli
4868,ESC_HA4883AA_AS.fasta,Escherichia coli O157:H7
4869,ESC_AA9650AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
4870,ESC_MA3452AA_AS.fasta,Escherichia coli
4871,ESC_HA8345AA_AS.fasta,Escherichia coli
4872,ESC_HA6250AA_AS.fasta,Escherichia coli PA33
4873,ESC_IA0144AA_AS.fasta,Escherichia coli
4874,ESC_HA5871AA_AS.fasta,Escherichia coli PA5
4875,ESC_OA0187AA_AS.fasta,Escherichia coli O103:H2 str. 2009C-3279
4876,ESC_HA8495AA_AS.fasta,Escherichia coli
4877,ESC_GA9190AA_AS.fasta,Escherichia coli
4878,ESC_CA4071AA_AS.fasta,Escherichia coli ATCC BAA-2219
4879,ESC_CA5415AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
4880,ESC_HA8323AA_AS.fasta,Escherichia coli
4881,ESC_HA0132AA_AS.fasta,Escherichia coli
4882,ESC_NA3239AA_AS.fasta,Escherichia coli O26:H11 str. 2009C-3689
4883,ESC_BA6745AA_AS.fasta,Escherichia coli
4884,ESC_KA7420AA_AS.fasta,Escherichia coli
4885,ESC_IA1479AA_AS.fasta,Escherichia coli
4886,ESC_HA6425AA_AS.fasta,Escherichia coli TW14301
